time                ,algo ,unpaid_total_amount ,unpaid_algo_amount ,profitability            ,balance
2021-03-28 14:35:00 ,20   ,0.00000887          ,0.00000857         ,0.00006048               ,
2021-03-28 14:35:00 ,47   ,0.00000887          ,0.00000030         ,0.00006048               ,
2021-03-28 14:30:00 ,20   ,0.00000866          ,0.00000836         ,0.00009792000000000001   ,
2021-03-28 14:30:00 ,47   ,0.00000866          ,0.00000030         ,0.00009792000000000001   ,
2021-03-28 14:25:00 ,20   ,0.00000832          ,0.00000803         ,0.00006911999999999999   ,
2021-03-28 14:25:00 ,47   ,0.00000832          ,0.00000029         ,0.00006911999999999999   ,
2021-03-28 14:20:00 ,20   ,0.00000808          ,0.00000779         ,0.00008352000000000001   ,
2021-03-28 14:20:00 ,47   ,0.00000808          ,0.00000029         ,0.00008352000000000001   ,
2021-03-28 14:15:00 ,20   ,0.00000779          ,0.00000751         ,0.0000864                ,
2021-03-28 14:15:00 ,47   ,0.00000779          ,0.00000028         ,0.0000864                ,
2021-03-28 14:10:00 ,20   ,0.00000749          ,0.00000722         ,0.00008064000000000001   ,
2021-03-28 14:10:00 ,47   ,0.00000749          ,0.00000027         ,0.00008064000000000001   ,
2021-03-28 14:05:00 ,20   ,0.00000721          ,0.00000694         ,0.00009504000000000001   ,
2021-03-28 14:05:00 ,47   ,0.00000721          ,0.00000027         ,0.00009504000000000001   ,
2021-03-28 14:00:00 ,20   ,0.00000688          ,0.00000662         ,0.00010656               ,
2021-03-28 14:00:00 ,47   ,0.00000688          ,0.00000026         ,0.00010656               ,
2021-03-28 13:55:00 ,20   ,0.00000651          ,0.00000626         ,0.00010368               ,
2021-03-28 13:55:00 ,47   ,0.00000651          ,0.00000025         ,0.00010368               ,
2021-03-28 13:50:00 ,20   ,0.00000615          ,0.00000590         ,0.00009504000000000003   ,
2021-03-28 13:50:00 ,47   ,0.00000615          ,0.00000025         ,0.00009504000000000003   ,
2021-03-28 13:45:00 ,20   ,0.00000582          ,0.00000558         ,0.00006048000000000001   ,
2021-03-28 13:45:00 ,47   ,0.00000582          ,0.00000024         ,0.00006048000000000001   ,
2021-03-28 13:40:00 ,20   ,0.00000561          ,0.00000538         ,0.00007200000000000002   ,
2021-03-28 13:40:00 ,47   ,0.00000561          ,0.00000023         ,0.00007200000000000002   ,
2021-03-28 13:35:00 ,20   ,0.00000536          ,0.00000517         ,0.00005760000000000001   ,
2021-03-28 13:35:00 ,47   ,0.00000536          ,0.00000019         ,0.00005760000000000001   ,
2021-03-28 13:30:00 ,20   ,0.00000516          ,0.00000498         ,0.00007200000000000002   ,
2021-03-28 13:30:00 ,47   ,0.00000516          ,0.00000018         ,0.00007200000000000002   ,
2021-03-28 13:25:00 ,20   ,0.00000491          ,0.00000473         ,0.000060480000000000004  ,
2021-03-28 13:25:00 ,47   ,0.00000491          ,0.00000018         ,0.000060480000000000004  ,
2021-03-28 13:20:00 ,20   ,0.00000470          ,0.00000453         ,0.00005759999999999999   ,
2021-03-28 13:20:00 ,47   ,0.00000470          ,0.00000017         ,0.00005759999999999999   ,
2021-03-28 13:15:00 ,20   ,0.00000450          ,0.00000434         ,0.0001008                ,
2021-03-28 13:15:00 ,47   ,0.00000450          ,0.00000016         ,0.0001008                ,
2021-03-28 13:10:00 ,20   ,0.00000415          ,0.00000400         ,0.00007200000000000002   ,
2021-03-28 13:10:00 ,47   ,0.00000415          ,0.00000015         ,0.00007200000000000002   ,
2021-03-28 13:05:00 ,20   ,0.00000390          ,0.00000376         ,0.00006336               ,
2021-03-28 13:05:00 ,47   ,0.00000390          ,0.00000014         ,0.00006336               ,
2021-03-28 13:00:00 ,20   ,0.00000368          ,0.00000355         ,0.00009216000000000001   ,
2021-03-28 13:00:00 ,47   ,0.00000368          ,0.00000013         ,0.00009216000000000001   ,
2021-03-28 12:55:00 ,20   ,0.00000336          ,0.00000325         ,0.00008928               ,
2021-03-28 12:55:00 ,47   ,0.00000336          ,0.00000011         ,0.00008928               ,
2021-03-28 12:50:00 ,20   ,0.00000305          ,0.00000296         ,0.00009792000000000001   ,
2021-03-28 12:50:00 ,47   ,0.00000305          ,0.00000009         ,0.00009792000000000001   ,
2021-03-28 12:45:00 ,20   ,0.00000271          ,0.00000263         ,0.00010656               ,
2021-03-28 12:45:00 ,47   ,0.00000271          ,0.00000008         ,0.00010656               ,
2021-03-28 12:40:00 ,20   ,0.00000234          ,0.00000227         ,0.00006336               ,
2021-03-28 12:40:00 ,47   ,0.00000234          ,0.00000007         ,0.00006336               ,
2021-03-28 12:35:00 ,20   ,0.00000212          ,0.00000206         ,0.00009216000000000001   ,
2021-03-28 12:35:00 ,47   ,0.00000212          ,0.00000006         ,0.00009216000000000001   ,
2021-03-28 12:30:00 ,20   ,0.00000180          ,0.00000174         ,0.00008928000000000001   ,
2021-03-28 12:30:00 ,47   ,0.00000180          ,0.00000006         ,0.00008928000000000001   ,
2021-03-28 12:25:00 ,20   ,0.00000149          ,0.00000144         ,0.00009504000000000001   ,
2021-03-28 12:25:00 ,47   ,0.00000149          ,0.00000005         ,0.00009504000000000001   ,
2021-03-28 12:20:00 ,20   ,0.00000116          ,0.00000111         ,0.0001008                ,
2021-03-28 12:20:00 ,47   ,0.00000116          ,0.00000005         ,0.0001008                ,
2021-03-28 12:15:00 ,20   ,0.00000081          ,0.00000077         ,0.0000864                ,
2021-03-28 12:15:00 ,47   ,0.00000081          ,0.00000004         ,0.0000864                ,
2021-03-28 12:10:00 ,20   ,0.00000051          ,0.00000048         ,0.0000576                ,
2021-03-28 12:10:00 ,47   ,0.00000051          ,0.00000003         ,0.0000576                ,
2021-03-28 12:05:00 ,20   ,0.00000031          ,0.00000030         ,0.00008928000000000001   ,
2021-03-28 12:05:00 ,47   ,0.00000031          ,0.00000001         ,0.00008928000000000001   ,
2021-03-28 12:00:00 ,20   ,0.00000000          ,0.00000000         ,0.00008351999999999999   ,
2021-03-28 12:00:00 ,47   ,0.00000000          ,0.00000000         ,0.00008351999999999999   ,
2021-03-28 11:59:59 ,20   ,0.00001463          ,0.00001409         ,0.00008351999999999999   ,
2021-03-28 11:59:59 ,47   ,0.00001463          ,0.00000054         ,0.00008351999999999999   ,
2021-03-28 11:55:00 ,20   ,0.00001434          ,0.00001382         ,0.00009216               ,
2021-03-28 11:55:00 ,47   ,0.00001434          ,0.00000052         ,0.00009216               ,
2021-03-28 11:50:00 ,47   ,0.00001402          ,0.00000051         ,0.00007488000000000001   ,
2021-03-28 11:50:00 ,20   ,0.00001402          ,0.00001351         ,0.00007488000000000001   ,
2021-03-28 11:45:00 ,20   ,0.00001376          ,0.00001326         ,0.00008928000000000001   ,
2021-03-28 11:45:00 ,47   ,0.00001376          ,0.00000050         ,0.00008928000000000001   ,
2021-03-28 11:40:00 ,20   ,0.00001345          ,0.00001298         ,0.00009504000000000001   ,
2021-03-28 11:40:00 ,47   ,0.00001345          ,0.00000047         ,0.00009504000000000001   ,
2021-03-28 11:35:00 ,20   ,0.00001312          ,0.00001266         ,0.00008640000000000001   ,
2021-03-28 11:35:00 ,47   ,0.00001312          ,0.00000046         ,0.00008640000000000001   ,
2021-03-28 11:30:00 ,20   ,0.00001282          ,0.00001236         ,0.00010367999999999998   ,
2021-03-28 11:30:00 ,47   ,0.00001282          ,0.00000046         ,0.00010367999999999998   ,
2021-03-28 11:25:00 ,20   ,0.00001246          ,0.00001201         ,0.00009792               ,
2021-03-28 11:25:00 ,47   ,0.00001246          ,0.00000045         ,0.00009792               ,
2021-03-28 11:20:00 ,20   ,0.00001212          ,0.00001167         ,0.00008352000000000001   ,
2021-03-28 11:20:00 ,47   ,0.00001212          ,0.00000045         ,0.00008352000000000001   ,
2021-03-28 11:15:00 ,20   ,0.00001183          ,0.00001139         ,0.00008064               ,
2021-03-28 11:15:00 ,47   ,0.00001183          ,0.00000044         ,0.00008064               ,
2021-03-28 11:10:00 ,20   ,0.00001155          ,0.00001112         ,0.00007488               ,
2021-03-28 11:10:00 ,47   ,0.00001155          ,0.00000043         ,0.00007488               ,
2021-03-28 11:05:00 ,20   ,0.00001129          ,0.00001087         ,0.00010944               ,
2021-03-28 11:05:00 ,47   ,0.00001129          ,0.00000042         ,0.00010944               ,
2021-03-28 11:00:00 ,20   ,0.00001091          ,0.00001050         ,0.00009504000000000003   ,
2021-03-28 11:00:00 ,47   ,0.00001091          ,0.00000041         ,0.00009504000000000003   ,
2021-03-28 10:55:00 ,20   ,0.00001058          ,0.00001018         ,0.00007488000000000001   ,
2021-03-28 10:55:00 ,47   ,0.00001058          ,0.00000040         ,0.00007488000000000001   ,
2021-03-28 10:50:00 ,20   ,0.00001032          ,0.00000994         ,0.00006912000000000002   ,
2021-03-28 10:50:00 ,47   ,0.00001032          ,0.00000038         ,0.00006912000000000002   ,
2021-03-28 10:45:00 ,20   ,0.00001008          ,0.00000970         ,0.00009216000000000001   ,
2021-03-28 10:45:00 ,47   ,0.00001008          ,0.00000038         ,0.00009216000000000001   ,
2021-03-28 10:40:00 ,20   ,0.00000976          ,0.00000938         ,0.0000864                ,
2021-03-28 10:40:00 ,47   ,0.00000976          ,0.00000038         ,0.0000864                ,
2021-03-28 10:35:00 ,20   ,0.00000946          ,0.00000909         ,0.00010368               ,
2021-03-28 10:35:00 ,47   ,0.00000946          ,0.00000037         ,0.00010368               ,
2021-03-28 10:30:00 ,20   ,0.00000910          ,0.00000875         ,0.00010368000000000001   ,
2021-03-28 10:30:00 ,47   ,0.00000910          ,0.00000035         ,0.00010368000000000001   ,
2021-03-28 10:25:00 ,20   ,0.00000874          ,0.00000840         ,0.00007488               ,
2021-03-28 10:25:00 ,47   ,0.00000874          ,0.00000034         ,0.00007488               ,
2021-03-28 10:20:00 ,20   ,0.00000848          ,0.00000815         ,0.00008928               ,
2021-03-28 10:20:00 ,47   ,0.00000848          ,0.00000033         ,0.00008928               ,
2021-03-28 10:15:00 ,20   ,0.00000817          ,0.00000786         ,0.00008928               ,
2021-03-28 10:15:00 ,47   ,0.00000817          ,0.00000031         ,0.00008928               ,
2021-03-28 10:10:00 ,20   ,0.00000786          ,0.00000757         ,0.0001008                ,
2021-03-28 10:10:00 ,47   ,0.00000786          ,0.00000029         ,0.0001008                ,
2021-03-28 10:05:00 ,20   ,0.00000751          ,0.00000723         ,0.00006624               ,
2021-03-28 10:05:00 ,47   ,0.00000751          ,0.00000028         ,0.00006624               ,
2021-03-28 10:00:00 ,20   ,0.00000728          ,0.00000702         ,0.00009504               ,
2021-03-28 10:00:00 ,47   ,0.00000728          ,0.00000026         ,0.00009504               ,
2021-03-28 09:55:00 ,20   ,0.00000695          ,0.00000669         ,0.00010944               ,
2021-03-28 09:55:00 ,47   ,0.00000695          ,0.00000026         ,0.00010944               ,
2021-03-28 09:50:00 ,20   ,0.00000657          ,0.00000633         ,0.00007776               ,
2021-03-28 09:50:00 ,47   ,0.00000657          ,0.00000024         ,0.00007776               ,
2021-03-28 09:45:00 ,20   ,0.00000630          ,0.00000606         ,0.00010944               ,
2021-03-28 09:45:00 ,47   ,0.00000630          ,0.00000024         ,0.00010944               ,
2021-03-28 09:40:00 ,20   ,0.00000592          ,0.00000569         ,0.00010656000000000001   ,
2021-03-28 09:40:00 ,47   ,0.00000592          ,0.00000023         ,0.00010656000000000001   ,
2021-03-28 09:35:00 ,20   ,0.00000555          ,0.00000533         ,0.000057600000000000004  ,
2021-03-28 09:35:00 ,47   ,0.00000555          ,0.00000022         ,0.000057600000000000004  ,
2021-03-28 09:30:00 ,20   ,0.00000535          ,0.00000514         ,0.00010368               ,
2021-03-28 09:30:00 ,47   ,0.00000535          ,0.00000021         ,0.00010368               ,
2021-03-28 09:25:00 ,20   ,0.00000499          ,0.00000480         ,0.00008064               ,
2021-03-28 09:25:00 ,47   ,0.00000499          ,0.00000019         ,0.00008064               ,
2021-03-28 09:20:00 ,20   ,0.00000471          ,0.00000454         ,0.00010656               ,
2021-03-28 09:20:00 ,47   ,0.00000471          ,0.00000017         ,0.00010656               ,
2021-03-28 09:15:00 ,20   ,0.00000434          ,0.00000418         ,0.00007488000000000001   ,
2021-03-28 09:15:00 ,47   ,0.00000434          ,0.00000016         ,0.00007488000000000001   ,
2021-03-28 09:10:00 ,20   ,0.00000408          ,0.00000392         ,0.00009216               ,
2021-03-28 09:10:00 ,47   ,0.00000408          ,0.00000016         ,0.00009216               ,
2021-03-28 09:05:00 ,20   ,0.00000376          ,0.00000361         ,0.00014112000000000003   ,
2021-03-28 09:05:00 ,47   ,0.00000376          ,0.00000015         ,0.00014112000000000003   ,
2021-03-28 09:00:00 ,20   ,0.00000327          ,0.00000313         ,0.00006624               ,
2021-03-28 09:00:00 ,47   ,0.00000327          ,0.00000014         ,0.00006624               ,
2021-03-28 08:55:00 ,20   ,0.00000304          ,0.00000291         ,0.00006336               ,
2021-03-28 08:55:00 ,47   ,0.00000304          ,0.00000013         ,0.00006336               ,
2021-03-28 08:50:00 ,20   ,0.00000282          ,0.00000271         ,0.000072                 ,
2021-03-28 08:50:00 ,47   ,0.00000282          ,0.00000011         ,0.000072                 ,
2021-03-28 08:45:00 ,20   ,0.00000257          ,0.00000246         ,0.0000864                ,
2021-03-28 08:45:00 ,47   ,0.00000257          ,0.00000011         ,0.0000864                ,
2021-03-28 08:40:00 ,20   ,0.00000227          ,0.00000219         ,0.00008064               ,
2021-03-28 08:40:00 ,47   ,0.00000227          ,0.00000008         ,0.00008064               ,
2021-03-28 08:35:00 ,20   ,0.00000199          ,0.00000192         ,0.00007776000000000001   ,
2021-03-28 08:35:00 ,47   ,0.00000199          ,0.00000007         ,0.00007776000000000001   ,
2021-03-28 08:30:00 ,20   ,0.00000172          ,0.00000165         ,0.00007488000000000001   ,
2021-03-28 08:30:00 ,47   ,0.00000172          ,0.00000007         ,0.00007488000000000001   ,
2021-03-28 08:25:00 ,20   ,0.00000146          ,0.00000141         ,0.00006624000000000002   ,
2021-03-28 08:25:00 ,47   ,0.00000146          ,0.00000005         ,0.00006624000000000002   ,
2021-03-28 08:20:00 ,20   ,0.00000123          ,0.00000119         ,0.0000864                ,
2021-03-28 08:20:00 ,47   ,0.00000123          ,0.00000004         ,0.0000864                ,
2021-03-28 08:15:00 ,20   ,0.00000093          ,0.00000090         ,0.00007488               ,
2021-03-28 08:15:00 ,47   ,0.00000093          ,0.00000003         ,0.00007488               ,
2021-03-28 08:10:00 ,20   ,0.00000067          ,0.00000065         ,0.00007488               ,
2021-03-28 08:10:00 ,47   ,0.00000067          ,0.00000002         ,0.00007488               ,
2021-03-28 08:05:00 ,20   ,0.00000041          ,0.00000040         ,0.00011808000000000001   ,
2021-03-28 08:05:00 ,47   ,0.00000041          ,0.00000001         ,0.00011808000000000001   ,
2021-03-28 08:00:00 ,20   ,0.00000000          ,0.00000000         ,0.00008352000000000001   ,
2021-03-28 08:00:00 ,47   ,0.00000000          ,0.00000000         ,0.00008352000000000001   ,
2021-03-28 07:59:59 ,20   ,0.00001456          ,0.00001403         ,0.00008352000000000001   ,
2021-03-28 07:59:59 ,47   ,0.00001456          ,0.00000053         ,0.00008352000000000001   ,
2021-03-28 07:55:00 ,20   ,0.00001427          ,0.00001375         ,0.00012096000000000001   ,
2021-03-28 07:55:00 ,47   ,0.00001427          ,0.00000052         ,0.00012096000000000001   ,
2021-03-28 07:50:00 ,20   ,0.00001385          ,0.00001335         ,0.00009792000000000001   ,
2021-03-28 07:50:00 ,47   ,0.00001385          ,0.00000050         ,0.00009792000000000001   ,
2021-03-28 07:45:00 ,20   ,0.00001351          ,0.00001302         ,0.00009216000000000001   ,
2021-03-28 07:45:00 ,47   ,0.00001351          ,0.00000049         ,0.00009216000000000001   ,
2021-03-28 07:40:00 ,20   ,0.00001319          ,0.00001272         ,0.0001008                ,
2021-03-28 07:40:00 ,47   ,0.00001319          ,0.00000047         ,0.0001008                ,
2021-03-28 07:35:00 ,20   ,0.00001284          ,0.00001238         ,0.00008351999999999999   ,
2021-03-28 07:35:00 ,47   ,0.00001284          ,0.00000046         ,0.00008351999999999999   ,
2021-03-28 07:30:00 ,20   ,0.00001255          ,0.00001210         ,0.00010080000000000001   ,
2021-03-28 07:30:00 ,47   ,0.00001255          ,0.00000045         ,0.00010080000000000001   ,
2021-03-28 07:25:00 ,20   ,0.00001220          ,0.00001177         ,0.00008639999999999999   ,
2021-03-28 07:25:00 ,47   ,0.00001220          ,0.00000043         ,0.00008639999999999999   ,
2021-03-28 07:20:00 ,20   ,0.00001190          ,0.00001147         ,0.00009216               ,
2021-03-28 07:20:00 ,47   ,0.00001190          ,0.00000043         ,0.00009216               ,
2021-03-28 07:15:00 ,20   ,0.00001158          ,0.00001116         ,0.00011520000000000001   ,
2021-03-28 07:15:00 ,47   ,0.00001158          ,0.00000042         ,0.00011520000000000001   ,
2021-03-28 07:10:00 ,20   ,0.00001118          ,0.00001077         ,0.00008928000000000001   ,
2021-03-28 07:10:00 ,47   ,0.00001118          ,0.00000041         ,0.00008928000000000001   ,
2021-03-28 07:05:00 ,20   ,0.00001087          ,0.00001047         ,0.00006912000000000002   ,
2021-03-28 07:05:00 ,47   ,0.00001087          ,0.00000040         ,0.00006912000000000002   ,
2021-03-28 07:00:00 ,20   ,0.00001063          ,0.00001025         ,0.00009792000000000001   ,
2021-03-28 07:00:00 ,47   ,0.00001063          ,0.00000038         ,0.00009792000000000001   ,
2021-03-28 06:55:00 ,20   ,0.00001029          ,0.00000992         ,0.00008928000000000001   ,
2021-03-28 06:55:00 ,47   ,0.00001029          ,0.00000037         ,0.00008928000000000001   ,
2021-03-28 06:50:00 ,20   ,0.00000998          ,0.00000961         ,0.00006336               ,
2021-03-28 06:50:00 ,47   ,0.00000998          ,0.00000037         ,0.00006336               ,
2021-03-28 06:45:00 ,20   ,0.00000976          ,0.00000939         ,0.00009504000000000001   ,
2021-03-28 06:45:00 ,47   ,0.00000976          ,0.00000037         ,0.00009504000000000001   ,
2021-03-28 06:40:00 ,20   ,0.00000943          ,0.00000907         ,0.00009504               ,
2021-03-28 06:40:00 ,47   ,0.00000943          ,0.00000036         ,0.00009504               ,
2021-03-28 06:35:00 ,20   ,0.00000910          ,0.00000876         ,0.00012672               ,
2021-03-28 06:35:00 ,47   ,0.00000910          ,0.00000034         ,0.00012672               ,
2021-03-28 06:30:00 ,20   ,0.00000866          ,0.00000833         ,0.00006912               ,
2021-03-28 06:30:00 ,47   ,0.00000866          ,0.00000033         ,0.00006912               ,
2021-03-28 06:25:00 ,20   ,0.00000842          ,0.00000810         ,0.00007488000000000001   ,
2021-03-28 06:25:00 ,47   ,0.00000842          ,0.00000032         ,0.00007488000000000001   ,
2021-03-28 06:20:00 ,20   ,0.00000816          ,0.00000785         ,0.00008640000000000001   ,
2021-03-28 06:20:00 ,47   ,0.00000816          ,0.00000031         ,0.00008640000000000001   ,
2021-03-28 06:15:00 ,20   ,0.00000786          ,0.00000757         ,0.00006624               ,
2021-03-28 06:15:00 ,47   ,0.00000786          ,0.00000029         ,0.00006624               ,
2021-03-28 06:10:00 ,20   ,0.00000763          ,0.00000734         ,0.00007488000000000001   ,
2021-03-28 06:10:00 ,47   ,0.00000763          ,0.00000029         ,0.00007488000000000001   ,
2021-03-28 06:05:00 ,20   ,0.00000737          ,0.00000709         ,0.00009792000000000001   ,
2021-03-28 06:05:00 ,47   ,0.00000737          ,0.00000028         ,0.00009792000000000001   ,
2021-03-28 06:00:00 ,20   ,0.00000703          ,0.00000676         ,0.00008352000000000001   ,
2021-03-28 06:00:00 ,47   ,0.00000703          ,0.00000027         ,0.00008352000000000001   ,
2021-03-28 05:55:00 ,20   ,0.00000674          ,0.00000648         ,0.000054719999999999984  ,
2021-03-28 05:55:00 ,47   ,0.00000674          ,0.00000026         ,0.000054719999999999984  ,
2021-03-28 05:50:00 ,20   ,0.00000655          ,0.00000630         ,0.00010656               ,
2021-03-28 05:50:00 ,47   ,0.00000655          ,0.00000025         ,0.00010656               ,
2021-03-28 05:45:00 ,20   ,0.00000618          ,0.00000593         ,0.00008927999999999999   ,
2021-03-28 05:45:00 ,47   ,0.00000618          ,0.00000025         ,0.00008927999999999999   ,
2021-03-28 05:40:00 ,20   ,0.00000587          ,0.00000563         ,0.00007776               ,
2021-03-28 05:40:00 ,47   ,0.00000587          ,0.00000024         ,0.00007776               ,
2021-03-28 05:35:00 ,20   ,0.00000560          ,0.00000536         ,0.0001008                ,
2021-03-28 05:35:00 ,47   ,0.00000560          ,0.00000024         ,0.0001008                ,
2021-03-28 05:30:00 ,20   ,0.00000525          ,0.00000502         ,0.00009792000000000001   ,
2021-03-28 05:30:00 ,47   ,0.00000525          ,0.00000023         ,0.00009792000000000001   ,
2021-03-28 05:25:00 ,20   ,0.00000491          ,0.00000470         ,0.00007776000000000001   ,
2021-03-28 05:25:00 ,47   ,0.00000491          ,0.00000021         ,0.00007776000000000001   ,
2021-03-28 05:20:00 ,20   ,0.00000464          ,0.00000445         ,0.00008064               ,
2021-03-28 05:20:00 ,47   ,0.00000464          ,0.00000019         ,0.00008064               ,
2021-03-28 05:15:00 ,20   ,0.00000436          ,0.00000419         ,0.00009216               ,
2021-03-28 05:15:00 ,47   ,0.00000436          ,0.00000017         ,0.00009216               ,
2021-03-28 05:10:00 ,20   ,0.00000404          ,0.00000388         ,0.00009792000000000001   ,
2021-03-28 05:10:00 ,47   ,0.00000404          ,0.00000016         ,0.00009792000000000001   ,
2021-03-28 05:05:00 ,20   ,0.00000370          ,0.00000356         ,0.0000864                ,
2021-03-28 05:05:00 ,47   ,0.00000370          ,0.00000014         ,0.0000864                ,
2021-03-28 05:00:00 ,20   ,0.00000340          ,0.00000327         ,0.00008640000000000001   ,
2021-03-28 05:00:00 ,47   ,0.00000340          ,0.00000013         ,0.00008640000000000001   ,
2021-03-28 04:55:00 ,20   ,0.00000310          ,0.00000299         ,0.00008352000000000001   ,
2021-03-28 04:55:00 ,47   ,0.00000310          ,0.00000011         ,0.00008352000000000001   ,
2021-03-28 04:50:00 ,20   ,0.00000281          ,0.00000271         ,0.00006912000000000002   ,
2021-03-28 04:50:00 ,47   ,0.00000281          ,0.00000010         ,0.00006912000000000002   ,
2021-03-28 04:45:00 ,20   ,0.00000257          ,0.00000247         ,0.00008352               ,
2021-03-28 04:45:00 ,47   ,0.00000257          ,0.00000010         ,0.00008352               ,
2021-03-28 04:40:00 ,20   ,0.00000228          ,0.00000220         ,0.00006624               ,
2021-03-28 04:40:00 ,47   ,0.00000228          ,0.00000008         ,0.00006624               ,
2021-03-28 04:35:00 ,20   ,0.00000205          ,0.00000198         ,0.00006912000000000002   ,
2021-03-28 04:35:00 ,47   ,0.00000205          ,0.00000007         ,0.00006912000000000002   ,
2021-03-28 04:30:00 ,20   ,0.00000181          ,0.00000174         ,0.00010368               ,
2021-03-28 04:30:00 ,47   ,0.00000181          ,0.00000007         ,0.00010368               ,
2021-03-28 04:25:00 ,20   ,0.00000145          ,0.00000140         ,0.00007776000000000001   ,
2021-03-28 04:25:00 ,47   ,0.00000145          ,0.00000005         ,0.00007776000000000001   ,
2021-03-28 04:20:00 ,20   ,0.00000118          ,0.00000115         ,0.00009504000000000001   ,
2021-03-28 04:20:00 ,47   ,0.00000118          ,0.00000003         ,0.00009504000000000001   ,
2021-03-28 04:15:00 ,20   ,0.00000085          ,0.00000083         ,0.00006912               ,
2021-03-28 04:15:00 ,47   ,0.00000085          ,0.00000002         ,0.00006912               ,
2021-03-28 04:10:00 ,20   ,0.00000061          ,0.00000060         ,0.00008927999999999999   ,
2021-03-28 04:10:00 ,47   ,0.00000061          ,0.00000001         ,0.00008927999999999999   ,
2021-03-28 04:05:00 ,20   ,0.00000030          ,0.00000030         ,0.00008639999999999999   ,
2021-03-28 04:05:00 ,47   ,0.00000030          ,0.00000000         ,0.00008639999999999999   ,
2021-03-28 04:00:00 ,20   ,0.00000000          ,0.00000000         ,0.00010368000000000001   ,
2021-03-28 04:00:00 ,47   ,0.00000000          ,0.00000000         ,0.00010368000000000001   ,
2021-03-28 03:59:59 ,20   ,0.00001429          ,0.00001365         ,0.00010656000000000001   ,
2021-03-28 03:59:59 ,47   ,0.00001429          ,0.00000064         ,0.00010656000000000001   ,
2021-03-28 03:55:00 ,20   ,0.00001393          ,0.00001330         ,0.00008064000000000001   ,
2021-03-28 03:55:00 ,47   ,0.00001393          ,0.00000063         ,0.00008064000000000001   ,
2021-03-28 03:50:00 ,20   ,0.00001365          ,0.00001305         ,0.00005760000000000001   ,
2021-03-28 03:50:00 ,47   ,0.00001365          ,0.00000060         ,0.00005760000000000001   ,
2021-03-28 03:45:00 ,20   ,0.00001345          ,0.00001286         ,0.00011232000000000001   ,
2021-03-28 03:45:00 ,47   ,0.00001345          ,0.00000059         ,0.00011232000000000001   ,
2021-03-28 03:40:00 ,20   ,0.00001306          ,0.00001248         ,0.00010656               ,
2021-03-28 03:40:00 ,47   ,0.00001306          ,0.00000058         ,0.00010656               ,
2021-03-28 03:35:00 ,20   ,0.00001269          ,0.00001212         ,0.00009216               ,
2021-03-28 03:35:00 ,47   ,0.00001269          ,0.00000057         ,0.00009216               ,
2021-03-28 03:30:00 ,20   ,0.00001237          ,0.00001181         ,0.00006912               ,
2021-03-28 03:30:00 ,47   ,0.00001237          ,0.00000056         ,0.00006912               ,
2021-03-28 03:25:00 ,20   ,0.00001213          ,0.00001159         ,0.00007776               ,
2021-03-28 03:25:00 ,47   ,0.00001213          ,0.00000054         ,0.00007776               ,
2021-03-28 03:20:00 ,20   ,0.00001186          ,0.00001134         ,0.00008640000000000001   ,
2021-03-28 03:20:00 ,47   ,0.00001186          ,0.00000052         ,0.00008640000000000001   ,
2021-03-28 03:15:00 ,20   ,0.00001156          ,0.00001106         ,0.00009216000000000001   ,
2021-03-28 03:15:00 ,47   ,0.00001156          ,0.00000050         ,0.00009216000000000001   ,
2021-03-28 03:10:00 ,20   ,0.00001124          ,0.00001075         ,0.00008928000000000001   ,
2021-03-28 03:10:00 ,47   ,0.00001124          ,0.00000049         ,0.00008928000000000001   ,
2021-03-28 03:05:00 ,20   ,0.00001093          ,0.00001045         ,0.0000864                ,
2021-03-28 03:05:00 ,47   ,0.00001093          ,0.00000048         ,0.0000864                ,
2021-03-28 03:00:00 ,20   ,0.00001063          ,0.00001016         ,0.00010656               ,
2021-03-28 03:00:00 ,47   ,0.00001063          ,0.00000047         ,0.00010656               ,
2021-03-28 02:55:00 ,20   ,0.00001026          ,0.00000982         ,0.00006336               ,
2021-03-28 02:55:00 ,47   ,0.00001026          ,0.00000044         ,0.00006336               ,
2021-03-28 02:50:00 ,20   ,0.00001004          ,0.00000962         ,0.00010368               ,
2021-03-28 02:50:00 ,47   ,0.00001004          ,0.00000042         ,0.00010368               ,
2021-03-28 02:45:00 ,20   ,0.00000968          ,0.00000928         ,0.00008063999999999999   ,
2021-03-28 02:45:00 ,47   ,0.00000968          ,0.00000040         ,0.00008063999999999999   ,
2021-03-28 02:40:00 ,20   ,0.00000940          ,0.00000901         ,0.00009504000000000001   ,
2021-03-28 02:40:00 ,47   ,0.00000940          ,0.00000039         ,0.00009504000000000001   ,
2021-03-28 02:35:00 ,20   ,0.00000907          ,0.00000869         ,0.00006336000000000002   ,
2021-03-28 02:35:00 ,47   ,0.00000907          ,0.00000038         ,0.00006336000000000002   ,
2021-03-28 02:30:00 ,20   ,0.00000885          ,0.00000848         ,0.00006336               ,
2021-03-28 02:30:00 ,47   ,0.00000885          ,0.00000037         ,0.00006336               ,
2021-03-28 02:25:00 ,20   ,0.00000863          ,0.00000829         ,0.00008351999999999999   ,
2021-03-28 02:25:00 ,47   ,0.00000863          ,0.00000034         ,0.00008351999999999999   ,
2021-03-28 02:20:00 ,20   ,0.00000834          ,0.00000801         ,0.00009503999999999998   ,
