time                ,algo ,unpaid_total_amount ,unpaid_algo_amount ,profitability            ,balance
2021-03-29 17:55:00 ,20   ,0.00000880          ,0.00000854         ,0.00013248               ,
2021-03-29 17:55:00 ,47   ,0.00000880          ,0.00000026         ,0.00013248               ,
2021-03-29 17:50:00 ,20   ,0.00000834          ,0.00000809         ,0.00008640000000000001   ,
2021-03-29 17:50:00 ,47   ,0.00000834          ,0.00000025         ,0.00008640000000000001   ,
2021-03-29 17:45:00 ,20   ,0.00000804          ,0.00000779         ,0.00010944               ,
2021-03-29 17:45:00 ,47   ,0.00000804          ,0.00000025         ,0.00010944               ,
2021-03-29 17:40:00 ,20   ,0.00000766          ,0.00000742         ,0.00009792000000000002   ,
2021-03-29 17:40:00 ,47   ,0.00000766          ,0.00000024         ,0.00009792000000000002   ,
2021-03-29 17:35:00 ,20   ,0.00000732          ,0.00000710         ,0.00009216000000000001   ,
2021-03-29 17:35:00 ,47   ,0.00000732          ,0.00000022         ,0.00009216000000000001   ,
2021-03-29 17:30:00 ,20   ,0.00000700          ,0.00000679         ,0.00010656               ,
2021-03-29 17:30:00 ,47   ,0.00000700          ,0.00000021         ,0.00010656               ,
2021-03-29 17:25:00 ,20   ,0.00000663          ,0.00000643         ,0.00011808000000000001   ,
2021-03-29 17:25:00 ,47   ,0.00000663          ,0.00000020         ,0.00011808000000000001   ,
2021-03-29 17:20:00 ,20   ,0.00000622          ,0.00000605         ,0.00013248               ,
2021-03-29 17:20:00 ,47   ,0.00000622          ,0.00000017         ,0.00013248               ,
2021-03-29 17:15:00 ,20   ,0.00000576          ,0.00000560         ,0.00012672               ,
2021-03-29 17:15:00 ,47   ,0.00000576          ,0.00000016         ,0.00012672               ,
2021-03-29 17:10:00 ,20   ,0.00000532          ,0.00000517         ,0.00011808               ,
2021-03-29 17:10:00 ,47   ,0.00000532          ,0.00000015         ,0.00011808               ,
2021-03-29 17:05:00 ,20   ,0.00000491          ,0.00000478         ,0.00012672               ,
2021-03-29 17:05:00 ,47   ,0.00000491          ,0.00000013         ,0.00012672               ,
2021-03-29 17:00:00 ,20   ,0.00000447          ,0.00000435         ,0.00015264000000000003   ,
2021-03-29 17:00:00 ,47   ,0.00000447          ,0.00000012         ,0.00015264000000000003   ,
2021-03-29 16:55:00 ,20   ,0.00000394          ,0.00000383         ,0.00014112000000000003   ,
2021-03-29 16:55:00 ,47   ,0.00000394          ,0.00000011         ,0.00014112000000000003   ,
2021-03-29 16:50:00 ,20   ,0.00000345          ,0.00000334         ,0.00014111999999999998   ,
2021-03-29 16:50:00 ,47   ,0.00000345          ,0.00000011         ,0.00014111999999999998   ,
2021-03-29 16:45:00 ,20   ,0.00000296          ,0.00000286         ,0.0001008                ,
2021-03-29 16:45:00 ,47   ,0.00000296          ,0.00000010         ,0.0001008                ,
2021-03-29 16:40:00 ,20   ,0.00000261          ,0.00000252         ,0.00008064000000000001   ,
2021-03-29 16:40:00 ,47   ,0.00000261          ,0.00000009         ,0.00008064000000000001   ,
2021-03-29 16:35:00 ,20   ,0.00000233          ,0.00000226         ,0.00011232000000000001   ,
2021-03-29 16:35:00 ,47   ,0.00000233          ,0.00000007         ,0.00011232000000000001   ,
2021-03-29 16:30:00 ,20   ,0.00000194          ,0.00000188         ,0.00009792000000000001   ,
2021-03-29 16:30:00 ,47   ,0.00000194          ,0.00000006         ,0.00009792000000000001   ,
2021-03-29 16:25:00 ,20   ,0.00000160          ,0.00000155         ,0.00008928000000000001   ,
2021-03-29 16:25:00 ,47   ,0.00000160          ,0.00000005         ,0.00008928000000000001   ,
2021-03-29 16:20:00 ,20   ,0.00000129          ,0.00000125         ,0.00008927999999999999   ,
2021-03-29 16:20:00 ,47   ,0.00000129          ,0.00000004         ,0.00008927999999999999   ,
2021-03-29 16:15:00 ,20   ,0.00000098          ,0.00000095         ,0.00009504000000000003   ,
2021-03-29 16:15:00 ,47   ,0.00000098          ,0.00000003         ,0.00009504000000000003   ,
2021-03-29 16:10:00 ,20   ,0.00000065          ,0.00000063         ,0.0001008                ,
2021-03-29 16:10:00 ,47   ,0.00000065          ,0.00000002         ,0.0001008                ,
2021-03-29 16:05:00 ,20   ,0.00000030          ,0.00000029         ,0.0000864                ,
